"uf" "municipio" "populacao" "total_despesas" "despesas_legislativas" "despesas_administrativas" "despesas_seguranca" "despesas_assis_social" "despesas_saude"
"266" "MG" "Faria Lemos" 3342 9603549.08 398678.13 1696912.84 24162.3 350179.45 2003149.26
"267" "MG" "Felicio dos Santos" 5054 13081689.59 403747.41 1048338.06 14298.64 364587.7 2677403.01
"268" "MG" "Felisburgo" 6974 12418268.2 530035.12 1267222.77 12123.21 564356.16 3177681.84
"269" "MG" "Felixlandia" 14323 29391345 1065535.15 5073285.69 0 922559.64 5284780.67
"270" "MG" "Fernandes Tourinho" 3101 9666986.9 387193.18 2048656.89 15364.6 846862.3 2014465.51
"271" "MG" "Ferros" 10612 14361604.49 664007.21 1287596.37 72899.17 516683.58 3825872.59
"272" "MG" "Fervedouro" 10452 16300066.56 700042.45 2395911.67 24068.1 653241.62 5000706.87
"273" "MG" "Florestal" 6744 14053413.88 559362.86 1764979.92 0 538447.31 3162043.76
"274" "MG" "Formiga" 65464 100917777.73 2415829.17 15076240.6 0 1169002.22 23783687.13
"275" "MG" "Formoso" 8427 16507698.37 780290.79 1792880.32 35164.38 660733.08 3810613.49
"276" "MG" "Fortaleza de Minas" 4150 13778254.67 602454.43 4522785.79 0 286883.54 3998885.69
"277" "MG" "Fortuna de Minas" 2746 9838843.99 0 1199936.48 17707.59 530425.75 2389053.22
"278" "MG" "Francisco Dumont" 4920 12952315.31 435502.27 1375687.68 26088.54 481322.01 2817588.61
"279" "MG" "Francisco Sa" 25116 31826716.64 1285576.19 3059888.04 14710.77 1123272.4 9226935.41
"280" "MG" "Franciscopolis" 5706 11203867.18 479508.42 943291.87 32678.7 562411.38 3604369
"281" "MG" "Frei Gaspar" 5865 12326138.36 540234.77 1823668.17 22989.66 606143.52 2280126.75
"282" "MG" "Frei Lagonegro" 3350 9435858.97 483593.57 964100.86 21168.55 818315.66 2261253.67
"283" "MG" "Fronteira" 14799 39661527.98 1598635.92 5089909.32 107513.81 1592927.85 10848430.38
"284" "MG" "Fruta de Leite" 5814 10836745.56 429984.7 1733844.06 0 533332.45 2818110.43
"285" "MG" "Frutal" 54511 88330933 2846996.8 14201747.72 245482.1 5207601.53 29013803.77
"286" "MG" "Funilandia" 3942 9727538.42 484623.84 2766739.11 25497.14 571158.19 2483620.47
"287" "MG" "Galileia" 6908 14435774.2 503997.51 2000455.75 21284.68 756802.76 2506626.62
"288" "MG" "Gameleiras" 5121 14920360.96 540680.7 1528871.76 59.2 1750532.89 3447776.57
"289" "MG" "Goiabeira" 3105 9261603.61 490645.23 2615783.74 14706.46 371988.2 2157840.87
"290" "MG" "Goiana" 3710 9925958.2 528076.36 1101690.32 0 290160.05 2587504.52
"291" "MG" "Goncalves" 4235 11437370.5 223293.42 1285145.42 52132.22 339888.66 2455352.72
"292" "MG" "Gonzaga" 5953 12770080.26 455289.65 2886482.38 0 485636.66 2960824.68
"293" "MG" "Gouveia" 11680 14532238.49 473357.79 1389766.86 37109.28 508655.6 4500426.22
"294" "MG" "Governador Valadares" 266190 559832790.83 8896910.88 143761843.65 339441.07 3669755.83 86380641.7
"295" "MG" "Grao Mogol" 15145 33955267.64 928369.7 2570395.71 0 1750096.69 6974336.6
"296" "MG" "Grupiara" 1373 11917025.76 542469.61 3082726.98 33771.34 914056 2407772.03
"297" "MG" "Guanhaes" 31781 49595627.05 1102054.99 5828653.24 278183.13 1357699.4 11620338.42
"298" "MG" "Guape" 13911 26619489.07 795386.92 3612513.89 9911.97 1794700.65 4935782.04
"299" "MG" "Guaraciaba" 10218 15750920.79 459564.92 1562147.18 38481.14 627826.19 4046095.84
"300" "MG" "Guaraciama" 4756 8907413.16 0 907198.03 19912.58 659446.92 2401484.05
"301" "MG" "Guaranesia" 18727 32345399.72 515000.93 2794282.48 53384.6 1241522.81 9934572.18
"302" "MG" "Guarani" 8702 17042510.18 348907.42 1896677.21 0 482981.65 3373461.83
"303" "MG" "Guarara" 3894 9573292.63 372299.17 1960587.86 0 372905.77 2455660.78
"304" "MG" "Guarda-Mor" 6552 18697476.76 707376.78 3230086.76 35500 546692.39 4401362.39
"305" "MG" "Guaxupe" 49792 70156629.43 1923752.71 6786334.12 146942.31 3330763.74 16335248.93
"306" "MG" "Guidoval" 7164 14586326.56 232933.59 4408772.64 482404.81 175741.99 1091995.95
"307" "MG" "Guimarania" 7399 18879034.04 583155 1945022.52 0 505356.49 4375118.39
"308" "MG" "Guiricema" 8624 13241369.12 629852.2 1643594.96 0 211869.56 3126476.83
"309" "MG" "Gurinhata" 6025 16385256.77 722526.33 3998976.37 0 409351.8 3568528.56
"310" "MG" "Heliodora" 6192 11568669.8 335080.67 1204475.79 0 374415.28 3236415.2
"311" "MG" "Iapu" 10406 16603997.78 547739.26 3576386.33 19181.01 634550.28 3879681.08
"312" "MG" "Ibertioga" 5021 10559253.63 339704.56 1029148.48 0 180964.65 3455161.56
"313" "MG" "Ibia" 23547 45161258.27 2450617.9 7314072.86 136310.13 982470.88 10004000.05
"314" "MG" "Ibiai" 7928 12081598.27 468677.23 1452560.98 30510.92 350967.88 2882231.55
"315" "MG" "Ibiracatu" 6098 12722402.74 529547.02 2493342.47 0 392002.73 3246504.6
"316" "MG" "Ibiraci" 12470 23211550.34 651416.3 2985421.35 105194.44 831627.41 7142825.82
"317" "MG" "Ibirite" 162867 202535754.9 7034361.44 21727344.99 163804.59 6020081.17 72079105.78
"318" "MG" "Ibitiura de Minas" 3395 8013383.79 363600 1463939.18 0 451702.08 2323276.83
"319" "MG" "Ibituruna" 2883 9535025.67 371987.97 1157235.26 30436 576392.73 2211390.31
"320" "MG" "Icarai de Minas" 10963 14927444 688034.72 1594332.04 0 828780.71 3471297.53
"321" "MG" "Igarape" 36363 58835270.86 2007667.46 9004258.85 206204.61 3218762.05 13654225.07
"322" "MG" "Igaratinga" 9553 15409202.34 465834.77 1726882.42 38793.12 563381.84 3484935.75
"323" "MG" "Iguatama" 7993 18448659.01 691313.56 1710867.87 29027.14 240843.59 5717898.41
"324" "MG" "Ijaci" 5980 20841853.38 588121.56 2390702.55 42052.3 735572.61 5438532.98
"325" "MG" "Ilicinea" 11633 18233092.58 544756.39 4421535.13 0 514224.8 5859499.92
"326" "MG" "Imbe de Minas" 6502 11307124.04 559478.01 2226531.1 36449.57 409078.65 3205238.73
"327" "MG" "Inconfidentes" 6973 11437927.72 478674.35 1602858.52 56606.84 323588.32 2568599.77
"328" "MG" "Indaiabira" 7316 14996384.62 546195.06 1924781.97 3923.53 495522.92 3831071.3
"329" "MG" "Indianopolis" 6312 22499915.84 1024749.21 7606427.83 21075.14 1079708.41 4779853.76
"330" "MG" "Ingai" 2650 8039848.15 238991.12 1577947.77 0 250192.79 2366738.15
"331" "MG" "Inhapim" 24204 28655800.34 1103977.79 4240564.83 31656.43 745761.41 7934882
"332" "MG" "Inhauma" 5846 11644289.62 414217.66 2041033.45 0 495518.96 2427880.54
"333" "MG" "Inimutaba" 7034 11775577.29 401278.72 1408116.36 54009.62 324149.08 2418513.47
"334" "MG" "Ipaba" 17037 19735905.88 804275.09 4562523.59 156283.04 984630.78 5273570.49
"335" "MG" "Ipanema" 18455 26707703.32 1196165.6 3047438.8 44701.12 783745.21 6796185.05
"336" "MG" "Ipatinga" 243541 531322647.84 19045016.31 48162791.42 2409001 14413435.96 202309071.99
"337" "MG" "Ipuiuna" 9607 14067771.2 386112.19 1777239.53 75324.84 568590.92 3563456.14
"338" "MG" "Irai de Minas" 6553 21279829.01 535908.88 3457767.03 0 277273.34 3553876.04
"339" "MG" "Itabira" 111514 369868637.59 9883949.44 55246541.82 0 12393722.76 92058755.52
"340" "MG" "Itabirinha" 10826 15858123.61 747722.54 2931959.79 1777.33 473907.09 3429770.13
"341" "MG" "Itabirito" 46589 178087821.45 3265739.69 48126786.09 85983.72 4166185.43 36764774.2
"342" "MG" "Itacarambi" 17761 31718322.59 915060.97 2358631.19 6112.87 1129399.75 8361453.35
"343" "MG" "Itaipe" 11957 19340368.23 633055.38 2459451.28 16484.67 947293.1 4152709.04
"344" "MG" "Itajuba" 91643 117910782.83 3573731.24 14513926.26 1355826.05 2456476.83 27472848.61
"345" "MG" "Itamarandiba" 32595 43347771.82 1096896.63 2959635.17 56659.48 2333064.28 9499541.06
"346" "MG" "Itamarati de Minas" 4123 12369887.86 436954.63 2315771.98 8730.87 589569.66 2638449.72
"347" "MG" "Itambe do Mato Dentro" 2238 8079456.92 311765.99 702466.38 0 315123.56 2500600.68
"348" "MG" "Itamogi" 10293 18125741.46 468953.76 2716530.21 22125.21 398639.33 5598273.04
"349" "MG" "Itamonte" 14276 24449043.86 0 3419554.66 71757.84 1282900.47 5750374.1
"350" "MG" "Itanhandu" 14366 25039571.99 535375.24 2921633.93 52833.53 915324.88 7905123.67
"351" "MG" "Itanhomi" 11899 18879450.3 557095.65 1674837.97 0 660148.38 4271565.24
"352" "MG" "Itaobim" 20961 29818433.87 1138172.86 2183955.18 0 1352260.15 8770346.03
"353" "MG" "Itapagipe" 13932 30786932.02 889625.06 4479209.96 7979.06 1022431.45 7355384.61
"354" "MG" "Itapecerica" 21399 22743882.66 1296883.79 3961896.93 183207.45 557095.17 6137470.68
"355" "MG" "Itapeva" 8861 20081722.89 534375.49 1842910.72 59150.43 279770 3885004
"356" "MG" "Itatiaiucu" 10142 58955790.6 722251.5 7217979.99 649029.44 2324527.13 11944981.19
"357" "MG" "Itau de Minas" 15135 38786410.29 1225714.53 4265554.67 81444.12 1664023.2 11372882.73
"358" "MG" "Itauna" 86762 143031719.3 4690378.44 15497903.89 0 3900784.3 41273734.22
"359" "MG" "Itaverava" 5711 8051451.77 0 1944686.77 1018.82 243288.44 1835250.88
"360" "MG" "Itueta" 5859 10200300.33 442645.33 2457057.84 29871.08 396937.49 2163911.95
"361" "MG" "Ituiutaba" 98392 177760908 5017836 16575140 15000 7320870 39200792
"362" "MG" "Itumirim" 6101 9723352.12 209960.02 1374701.23 31479.13 341330.82 2960821.61
"363" "MG" "Iturama" 35308 102515557.77 3438632.9 9839643.82 519466.93 3307261.02 22263212.65
"364" "MG" "Itutinga" 3879 10908927.99 208550.37 959319.99 76937.88 391891.47 2863140.33
"365" "MG" "Jaboticatubas" 17679 27040098.19 577147.31 2669396.89 0 1032668.35 6782318.98
"366" "MG" "Jacinto" 12142 20304494.6 660880.97 1629371.71 66252.62 668169.31 5997764.57
"367" "MG" "Jacui" 7520 13265341.17 451613.96 1742405.26 67280.14 414681.79 3296584.67
"368" "MG" "Jacutinga" 23341 39665047.4 1317424.71 3170228.14 0 902141.79 10790978
"369" "MG" "Jaguaracu" 3011 10626783.91 450074.61 1790500.3 0 248846.68 2242035.89
"370" "MG" "Jaiba" 34539 47477338.68 1670826.7 2901989.4 13455.37 2164542.15 11176769.47
"371" "MG" "Jampruca" 5121 10253300.5 454425.82 1840090.73 40892.84 972229.91 2905336.12
"372" "MG" "Janauba" 67581 88149797.46 2220049.73 6758162.54 602.38 4199332.39 29950642.77
"373" "MG" "Januaria" 65744 72416027 1606151.81 7086406.68 29165.86 3565951.87 20008995.23
"374" "MG" "Japaraiba" 4010 11752831.19 395054.75 1853183.4 20715.07 452055.04 2207078.02
"375" "MG" "Japonvar" 8331 12784585.88 539192.49 1479651.86 0 847135.63 3219925.8
"376" "MG" "Jeceaba" 5288 42306184.07 632417.78 2960290.99 36144.93 1551206.71 7082398.02
"377" "MG" "Jequeri" 12726 21297172.29 821517.89 2793307.2 0 511610.45 4787172.11
"378" "MG" "Jequitiba" 5154 10488408.59 0 1394429.2 0 305994.22 3045763.05
"379" "MG" "Jequitinhonha" 24317 44289399.17 931539.05 2996828.33 80635.8 1240775.25 11024254.84
"380" "MG" "Jesuania" 4760 11026614.62 339713.25 1859078.49 0 262743.89 2536118.96
"381" "MG" "Joaima" 15000 20354029.69 782272.8 1770309.09 34429.95 729141.33 5676026.38
"382" "MG" "Joanesia" 5246 11159192.58 401503.39 2403032.36 28244.72 938773.25 2748362.37
"383" "MG" "Joao Monlevade" 74655 138838690 5779709 18257539 223537 6516273 46721621
"384" "MG" "Joao Pinheiro" 45848 67531673.08 2644414.75 8549281.78 0 1433757.54 21601378.47
"385" "MG" "Joaquim Felicio" 4371 13142146.62 456638.37 1074911.21 2828.66 365409.42 2664140.89
"386" "MG" "Jordania" 10394 13504201.49 497606.84 1557646.84 15488.39 794124.01 3939681.19
"387" "MG" "Jose Goncalves de Minas" 4532 10192262.4 506384.67 1200559.68 26537.39 415467.41 2138804.4
"388" "MG" "Jose Raydan" 4487 10272728.9 444011.89 930922.62 23057.19 365150.19 2378700.35
"389" "MG" "Josenopolis" 4614 11458551.59 555338.7 1528554.66 34936.06 567583.03 6582636.71
"390" "MG" "Juatuba" 23080 64326910.16 2942702.77 12488398.54 184100.62 3352763.62 14674382.37
"391" "MG" "Juiz de Fora" 525225 1052445813.68 15507234.36 103886928.95 12117173.14 44613469.22 393276707.03
"392" "MG" "Juramento" 4146 7732950.12 0 2880868.26 0 0 4852081.86
"393" "MG" "Juruaia" 9474 17779906.12 459360.42 2164436 0 276856.59 4110455.24
"394" "MG" "Juvenilia" 5697 11556160.97 306506.46 1946658.75 19684.97 801117.16 2766022.26
"395" "MG" "Ladainha" 17170 26582014.19 527852.3 1175486.96 19606.98 1031457.43 7876453.35
"396" "MG" "Lagamar" 7584 15468471 646903 2129747 30953 627274 2986729
"397" "MG" "Lagoa da Prata" 47076 67755985.35 1153419.58 6878014.43 592999.12 2680205.79 18286223.25
"398" "MG" "Lagoa dos Patos" 4191 12098133.58 485426.21 2573889.98 0 1047467.79 2937149.99
"399" "MG" "Lagoa Dourada" 12373 19079576.21 384616.26 1271291.65 34783.12 370864.96 4656276.74
"400" "MG" "Lagoa Formosa" 17293 36748218.1 708897.16 4536113.27 0 681933.53 8341962.77
"401" "MG" "Lagoa Grande" 8786 16163331.17 632276.6 1928043.09 0 702697.07 4575132.55
"402" "MG" "Lagoa Santa" 54732 141902709.22 5107702.07 15371215.46 279295.38 4269029.23 27765988.11
"403" "MG" "Lajinha" 19622 28637577.44 896140.27 3685490.57 121998.58 737991.81 8200584.48
"404" "MG" "Lambari" 19752 30461046.71 0 30461046.71 0 0 0
"405" "MG" "Lamim" 3432 8115026.12 437102.45 1243624.96 0 247322.04 2352402.09
"406" "MG" "Laranjal" 6517 14312194.33 387146.96 1730801.5 16776.24 413787.48 3062351.42
"407" "MG" "Lassance" 6474 18862342.78 584471.9 3506956.2 0 708546.16 4819422.2
"408" "MG" "Lavras" 94228 164194177.45 3489842.79 18852687.88 260421.12 3959991.99 63174610.39
"409" "MG" "Leandro Ferreira" 3202 8215282.99 422034.31 1494643.4 31793.74 258674.86 1857154.32
"410" "MG" "Leme do Prado" 4815 11610759.22 497015.46 1361726.69 16371.13 460400.75 2654018.23
"411" "MG" "Leopoldina" 51286 63427826.39 2084303.27 11488875.84 141467.43 1644379.8 14699274.26
"412" "MG" "Liberdade" 5279 11987360.7 535805.86 1359298.39 0 355779.55 3143213.21
"413" "MG" "Lima Duarte" 16216 23199277.42 650038.09 3330651.32 129106.64 766591.52 5686963
"414" "MG" "Limeira do Oeste" 6999 20479269.26 1028856.74 3409087.17 0 514220.88 4698873.01
"415" "MG" "Lontra" 8506 12791353.61 516928.44 1361485.96 707 364458.2 3436807.28
"416" "MG" "Luisburgo" 6225 12053035.58 546439.9 1270459.38 31629.04 508869.95 2801739.08
"417" "MG" "Luislandia" 6443 12866657.26 531158.31 1327147.42 8013.89 506211.97 3040610.4
"418" "MG" "Luminarias" 5413 12455967.2 331894.12 1696414.6 9912.27 402595.3 3001300.42
"419" "MG" "Luz" 17585 31290801.25 876705.09 3139274.41 62819.81 1061813.33 6863262.86
"420" "MG" "Machacalis" 6985 12465790.88 484884.08 2301626.71 21886.13 577496.28 3445817.99
"421" "MG" "Machado" 39264 65401013.04 2102921.39 7682508.38 225174.36 2223419.26 17369026.64
"422" "MG" "Madre de Deus de Minas" 4930 10047165.47 431621.38 1354512.02 0 373576.94 2953577.47
"423" "MG" "Malacacheta" 18705 28775661.31 1096545.48 2976691.42 48746.34 1189298.88 8925347.05
"424" "MG" "Mamonas" 6349 15416985.41 499992 1862373.97 4853.9 624072.74 3226630.04
"425" "MG" "Manga" 19489 30814222.62 1008093.34 5013686.09 0 1635255.49 7430367.68
"426" "MG" "Manhuacu" 81455 114591691.85 3630800.01 15700576.49 38396.19 2319931.09 45970811.41
"427" "MG" "Manhumirim" 21587 36110903.23 934326.92 4110136.12 47184.94 873036.23 7624670.61
"428" "MG" "Mantena" 27148 46913694.57 1425659.21 4246036.89 32864.38 873407.02 7256953.36
"429" "MG" "Mar de Espanha" 11928 15139081.93 495626.58 1848883.67 0 581908.41 3528457.13
"430" "MG" "Maravilhas" 7304 13244110.33 392783.35 1944338.68 19635.41 248053.75 3687587.77
"431" "MG" "Maria da Fe" 14157 20027356.59 703590.11 1391846.43 52507.54 489516.65 6633294.97
"432" "MG" "Mariana" 55353 226599711.27 8079324.09 51505771.93 380949.95 12591706.91 44296103.9
"433" "MG" "Marilac" 4189 14137520.99 377382.93 2484984.77 4451.56 1396804.22 2448344.18
"434" "MG" "Mario Campos" 13594 16021423.98 805177.29 1493717.95 104021.6 523097.6 3034695.92
"435" "MG" "Maripa de Minas" 2818 9711992.51 328966.54 1040666.9 20404.92 369663.96 2360283.57
"436" "MG" "Marlieria" 4008 11954511.71 635192.16 4072893.21 17085.26 235895.08 1499583.18
"437" "MG" "Marmelopolis" 2919 7435527.59 269829.47 1110205.76 20087.17 197692.8 1843622.02
"438" "MG" "Martinho Campos" 12731 24912615.85 791857.66 3868141.81 1122.1 1074604.92 5860590.87
"439" "MG" "Martins Soares" 7398 11724131.8 313236.4 2454373.08 21749.77 193584.9 3308332.67
"440" "MG" "Mata Verde" 7994 13908007.54 462848.85 1928237.15 80760.41 683539.85 2706780.79
"441" "MG" "Materlandia" 4558 11851744.8 328342.29 1944197.52 0 501815.53 2641319.4
"442" "MG" "Mateus Leme" 28417 46661179.37 1162038.13 9578647.95 36221.87 1835777.03 13800225.63
"443" "MG" "Mathias Lobato" 3329 9360279.16 301567.3 2258883.3 14907.18 521131.92 2009016.43
"444" "MG" "Matias Barbosa" 13603 35703939.36 1613703.29 3544939.38 8995 976791.55 12457202.19
"445" "MG" "Matias Cardoso" 10188 17942969.13 0 3518776.56 334349.16 1019974.97 5763771.31
"446" "MG" "Matipo" 17843 27346259.8 876884.61 1920000.6 94593.6 1036163.33 8040586.22
"447" "MG" "Mato Verde" 12609 17694053.17 737600 2120425.26 0 744100.87 5857956.84
"448" "MG" "Matozinhos" 34624 49365144.62 2028260.3 6643997.82 151280.03 1604971.87 14144921.09
"449" "MG" "Matutina" 3750 10052555.63 491215.97 929792.54 30526.25 633565.52 2164960.31
"450" "MG" "Medeiros" 3506 13554946 519756 2594146 0 249320 2281246
"451" "MG" "Medina" 20934 28428778.01 910392.07 1962535.6 234338.1 1309017.45 8331464.93
"452" "MG" "Merces" 10415 17486295.99 380254.58 891869.99 27749.84 956133.45 3279217.66
"453" "MG" "Mesquita" 5963 10327284.02 416917.26 1850665.75 1575 402056.23 2299744.09
"454" "MG" "Minas Novas" 30852 39693795.59 1411911.15 1996763.01 97113.98 3313690.17 9686676.34
"455" "MG" "Minduri" 3841 10866083.16 347643.11 946861.51 27888.88 169862.81 2365705.19
"456" "MG" "Mirabela" 13116 18113738.04 680420.47 1390118.83 9146.87 468852.75 6795975.2
"457" "MG" "Miradouro" 10324 16392019.84 581491.13 2201522.78 68339.89 293171.39 3980014.36
"458" "MG" "Mirai" 14009 21484335.35 639097.27 3119150.7 74860.62 675388.69 4708586.18
"459" "MG" "Miravania" 4604 12650587.25 294388.28 1937737.16 6482.41 476859.3 2859693.4
"460" "MG" "Moeda" 4723 10140225.42 552622.32 892859.76 20572 241448.74 2426638.39
"461" "MG" "Moema" 7106 11728188.13 408745.38 1092706.83 27600.29 229934.83 3075841.2
"462" "MG" "Monjolos" 2327 8997855.58 434390.86 1154630.89 0 263182.73 2686263.9
"463" "MG" "Monsenhor Paulo" 8244 14270041.33 457856.38 2109905.77 35805.44 1232138.63 3022133
"464" "MG" "Montalvania" 15631 19832413.82 955655.57 2241571.05 0 857026.52 5028411.95
"465" "MG" "Monte Alegre de Minas" 19863 55374433.69 1007053.66 8097654.83 50469.97 1655217.1 9007976.09
"466" "MG" "Monte Azul" 21717 35005845.37 1304108.56 2767705.98 9017.45 2882755.54 8751857.14
"467" "MG" "Monte Belo" 13049 17846837.2 869420.43 1527786.63 44820.11 595837.42 3524399.84
"468" "MG" "Monte Carmelo" 46055 71076202.56 1400483.22 9188097.92 137722.02 2746933.7 22243856.17
"469" "MG" "Monte Santo de Minas" 21238 31519224.82 938129.15 2783530.78 0 1390684.14 8777391.4
"470" "MG" "Monte Siao" 21658 36826279.21 1248196.68 4655689.24 0 879166.45 9155401.12
"471" "MG" "Montes Claros" 370216 545723569.32 10919002.97 54430773.19 0 14933541.68 243628007.63
"472" "MG" "Montezuma" 7599 15683497.69 516739.07 1079736.71 5631.92 406843.18 3580761.61
"473" "MG" "Morada Nova de Minas" 8353 27206827.95 469878.78 8153385.11 113537.55 744283.19 5013140.97
"474" "MG" "Morro da Garca" 2615 10298073.81 440348.58 2316861.39 6414.81 503957.79 2109994.78
"475" "MG" "Morro do Pilar" 3349 12194607.97 477176.81 1503607.47 17601.84 417978.08 2955925.16
"476" "MG" "Munhoz" 6197 12678757.1 318193.08 1157801.84 0 258175.04 2886655.9
"477" "MG" "Muriae" 102074 147859666.52 3634401.26 16198603.37 0 6426140.44 30386781.41
"478" "MG" "Mutum" 26657 28847755.28 447812.49 4274037.11 110737.49 1031557.25 8898737.92
"479" "MG" "Muzambinho" 20406 27562872.71 721898.28 3917302.38 0 656321.31 6887318.08
"480" "MG" "Nacip Raydan" 3159 8774306.39 457386.96 1591829.87 6087.97 475372.52 1784798.51
"481" "MG" "Nanuque" 40716 49040322.99 0 7220567.31 35642.26 1504400.78 16188065.37
"482" "MG" "Naque" 6453 10743103.38 0 1901213.24 31196.93 552034.88 2333324.55
"483" "MG" "Natalandia" 3279 10542585.2 505033.66 1687975.45 6476.1 346325.53 2379426.28
"484" "MG" "Natercia" 4661 9957622.22 367197.91 1022067.84 28909.73 344199.53 3251477.72
"485" "MG" "Nazareno" 8062 17501596.69 492178.11 2876250.36 35849.19 480606.37 4123663.03
"486" "MG" "Nepomuceno" 25871 32517824.1 820160.51 2680381.45 25229.48 1104380.54 8792551.2
"487" "MG" "Ninheira" 9885 18240259.22 563324.53 1361616.54 0 851836.53 4418698.6
"488" "MG" "Nova Belem" 3617 10188294.76 499960.93 1468461.16 5197.33 407755.83 2372642.03
"489" "MG" "Nova Era" 17494 31537640.62 1349549.91 4522640.26 0 1223093.63 6856320.9
"490" "MG" "Nova Lima" 83507 445115048.43 11533053.53 80612913.29 14180637.93 28816361.98 74747444.13
"491" "MG" "Nova Modica" 3744 9618617.33 384474.56 1219364.79 4747.22 377245.6 2652732.65
"492" "MG" "Nova Ponte" 13314 43544373.43 1208398.75 3292825.55 248757.47 2043973.61 9160309.91
"493" "MG" "Nova Porteirinha" 7400 11902857.53 484432.59 1740906.7 2679.09 706981.63 2998867.64
"494" "MG" "Nova Resende" 15599 23681623.04 542365.99 1787928.09 45690.59 632278.34 7523808.82
"495" "MG" "Nova Serrana" 79174 147641371.17 3782091.68 14059535.76 738165.64 2239636.09 28315332.34
"496" "MG" "Nova Uniao" 5575 10059502.64 490696.35 1070511.22 29739.07 274121.01 2425220.54
"497" "MG" "Novo Cruzeiro" 30767 41104892.54 974315.65 1468997.1 11000.47 1598167.29 8927834.87
"498" "MG" "Novo Oriente de Minas" 10395 13950307.11 706985.45 1141299.33 19442.33 726975.19 4374985.26
"499" "MG" "Novorizonte" 5017 10570535.66 499198.66 1409580.78 0 490343.45 2184571.15
"500" "MG" "Olaria" 1927 8970913.45 282938.71 888452.09 9022.75 264423.82 1747017.67
"501" "MG" "Olhos-d'Agua" 5416 12981957.99 266513 1859184.64 21760.62 586809.04 3106876.15
"502" "MG" "Olimpio Noronha" 2577 9869363.05 391999.93 1696160.96 0 346009.98 2365706.66
"503" "MG" "Oliveira" 39801 60553696.58 1409113.78 8250277.63 95019.81 2252365.8 14947411.66
"504" "MG" "Oliveira Fortes" 2120 7738267.76 248531.05 1006747.03 7145.21 162655.75 1732640.97
"505" "MG" "Onca de Pitangui" 3066 9131178.3 348240.3 1143066.03 0 288855.54 2070723.31
"506" "MG" "Oratorios" 4514 11288291.93 377699.48 1211562.07 0 431968.25 2307221.15
"507" "MG" "Ouro Branco" 36006 85184920.52 4979086.6 15753718.49 84124.27 1721907.62 24233574.31
"508" "MG" "Ouro Fino" 31893 39079671.08 961531.54 6333412.63 810 1107151.13 9036034.71
"509" "MG" "Ouro Preto" 70886 250257655.18 8368874.75 37147362.46 1339322.66 7013403.12 57691657.79
"510" "MG" "Ouro Verde de Minas" 5985 10377732.03 470161.24 1697632.4 31023.09 328901.39 2405570.48
"511" "MG" "Padre Carvalho" 5926 12911448.37 481093.37 1438607.39 0 301147.03 2408150.43
"512" "MG" "Padre Paraiso" 19057 26734435.74 0 3738951.27 67946.46 897612.1 7679276.58
"513" "MG" "Pai Pedro" 5950 14133976.22 493671.27 1840457.86 0 800679.99 3248579.95
"514" "MG" "Paineiras" 4592 12251874.74 564132.21 1760212.85 24954.09 280783.28 3276929.21
"515" "MG" "Pains" 8047 20340298 579084 3258284 21648 656782 3994215
"516" "MG" "Paiva" 1549 7911282.53 496032.11 1846394.25 0 145617.51 1505092.87
"517" "MG" "Palma" 6543 10347056.13 519396.84 1781095.2 0 166365.91 2677506.39
"518" "MG" "Palmopolis" 6636 10207356.86 497914.87 1009211.99 13181.08 631856.87 2833992.87
"519" "MG" "Papagaios" 14433 24675770.19 878389.7 2223128.96 0 1923034.48 7562736.83
"520" "MG" "Para de Minas" 85908 121385199.54 5594510.69 17328864.63 136554 4141092.81 35638903.87
"521" "MG" "Paracatu" 86153 156052004 5648849.13 16092104.75 55000 2577642.64 47913289.38
"522" "MG" "Paraguacu" 20442 31555981.11 607202.25 4110627.51 0 1727289.47 8519088.42
"523" "MG" "Paraisopolis" 19664 29937559.93 0 5030196.31 0 994409.9 9343355.13
"524" "MG" "Paraopeba" 22893 31528032.77 959535.13 2536781.33 64908.21 1332744.45 5983343.19
"525" "MG" "Passa Quatro" 15692 26228242.69 428531.78 2396855.73 20036.5 862152.63 6640542.46
"526" "MG" "Passa Tempo" 8155 14120598.37 480639.12 1796665.3 31653.02 290553.23 3220875.31
"527" "MG" "Passabem" 1739 7974304.08 477376.25 840111.29 23809.78 202157.29 2223976.42
"528" "MG" "Passos" 107661 139666769.68 4419230.75 18875999.58 198883.06 2566766.03 36840679.12
"529" "MG" "Patis" 5642 10373769.64 523800.27 1968416.05 20897.18 182191.71 2163448.96
"530" "MG" "Patos de Minas" 140950 249294848.71 4918532.96 22130414.65 105967.98 8982313.12 101609904
"531" "MG" "Patrocinio" 83882 153564380.39 3634794.55 30136972.68 97051.24 4495025.1 43975229.97
"532" "MG" "Patrocinio do Muriae" 5352 10224402.25 524929.72 1248948.42 17244.77 415323.39 2472674.38
"533" "MG" "Paula Candido" 9307 11978507.41 517569.26 1447131.87 0 433960.93 4114163.83
"534" "MG" "Pavao" 8541 12451310.35 408309.91 1278853.22 19001.04 544881.52 3600688.64
"535" "MG" "Pecanha" 17272 21019522.81 10111.7 3242596.19 0 634896.27 4921018.23
"536" "MG" "Pedra Azul" 23874 31440926.29 1071822.21 3055332.23 70632.77 1624844.22 7844209.38
"537" "MG" "Pedra Bonita" 6739 16697205.85 469205.46 2063433.46 16050.95 597881.32 3551453.3
